MatchId,BotType,Result,TimeMs,TotalClicks
534,0,DEFEAT,3.7250,4
535,0,DEFEAT,0.3493,6
536,0,DEFEAT,0.1501,5
537,0,DEFEAT,1.8436,5
538,0,DEFEAT,0.2934,3
539,0,DEFEAT,0.1426,4
540,0,DEFEAT,0.0774,2
541,0,DEFEAT,0.1035,3
542,0,DEFEAT,4.9129,5
543,0,DEFEAT,0.1104,3
544,0,DEFEAT,0.2349,4
545,0,DEFEAT,0.2751,7
546,0,DEFEAT,0.1261,3
547,0,DEFEAT,0.1781,2
548,0,DEFEAT,0.0964,2
549,0,DEFEAT,0.1813,5
550,0,DEFEAT,0.0444,8
551,0,DEFEAT,0.0176,2
552,0,DEFEAT,0.0185,3
553,0,DEFEAT,0.0341,7
554,0,DEFEAT,0.0790,2
555,0,DEFEAT,0.1069,3
556,0,DEFEAT,0.0509,1
557,0,DEFEAT,0.1062,3
558,0,DEFEAT,1.7589,2
559,0,DEFEAT,0.6216,7
560,0,DEFEAT,0.2028,4
561,0,DEFEAT,0.1714,6
562,0,DEFEAT,0.1399,2
563,0,DEFEAT,0.0659,1
564,0,DEFEAT,0.2049,4
565,0,DEFEAT,0.0756,2
566,0,DEFEAT,0.4428,5
567,0,DEFEAT,0.1553,5
568,0,DEFEAT,0.1082,3
569,0,DEFEAT,0.1593,1
570,0,DEFEAT,0.1189,3
571,0,DEFEAT,0.1112,3
572,0,DEFEAT,0.0785,2
573,0,DEFEAT,0.1368,2
574,0,DEFEAT,0.1904,5
575,0,DEFEAT,0.2018,7
576,0,DEFEAT,0.2318,1
577,0,DEFEAT,0.1041,2
578,0,DEFEAT,0.2466,6
579,0,DEFEAT,0.9980,2
580,0,DEFEAT,0.0873,2
581,0,DEFEAT,0.1260,4
582,0,DEFEAT,0.1322,3
583,0,DEFEAT,0.9092,4
584,0,DEFEAT,0.0382,9
585,0,DEFEAT,0.0180,3
586,0,DEFEAT,0.0167,3
587,0,DEFEAT,0.0269,4
588,0,DEFEAT,0.0188,4
589,0,DEFEAT,0.0154,3
590,0,DEFEAT,0.0118,2
591,0,DEFEAT,0.3644,7
592,0,DEFEAT,0.3536,8
593,0,DEFEAT,0.2468,6
594,0,DEFEAT,0.3523,5
595,0,DEFEAT,0.1525,4
596,0,DEFEAT,0.1560,5
597,0,DEFEAT,0.3459,8
598,0,DEFEAT,1.3554,2
599,0,DEFEAT,0.2165,4
600,0,DEFEAT,2.6848,4
601,0,DEFEAT,0.6190,8
602,0,DEFEAT,1.2448,4
603,0,DEFEAT,0.3520,3
604,0,DEFEAT,0.1780,2
605,0,DEFEAT,0.1711,6
606,0,DEFEAT,0.6688,5
607,0,DEFEAT,0.0992,3
608,0,DEFEAT,0.4065,4
609,0,DEFEAT,0.1101,3
610,0,DEFEAT,0.1941,2
611,0,DEFEAT,0.1650,4
612,0,DEFEAT,0.1748,3
613,0,DEFEAT,0.1484,5
614,0,DEFEAT,0.3216,8
615,0,DEFEAT,0.2566,6
616,0,DEFEAT,0.1079,3
617,0,DEFEAT,0.1229,4
618,0,DEFEAT,0.1497,4
619,0,DEFEAT,0.1738,3
620,0,DEFEAT,0.1230,4
621,0,DEFEAT,0.1616,3
622,0,DEFEAT,0.0765,2
623,0,DEFEAT,0.1880,1
624,0,DEFEAT,0.0921,2
625,0,DEFEAT,0.2044,4
626,0,DEFEAT,5.9873,4
627,0,DEFEAT,1.7840,1
628,0,DEFEAT,2.5277,3
629,0,DEFEAT,0.5439,11
630,0,DEFEAT,0.2017,4
631,0,DEFEAT,0.1372,4
632,0,DEFEAT,0.0941,2
633,0,DEFEAT,0.0527,1
634,0,DEFEAT,0.1044,3
635,0,DEFEAT,0.1477,5
636,0,DEFEAT,0.0797,2
637,0,DEFEAT,0.2842,11
638,0,DEFEAT,0.0949,3
639,0,DEFEAT,1.3531,4
640,0,DEFEAT,4.3789,3
641,0,DEFEAT,2.3133,2
642,0,DEFEAT,1.0523,3
643,0,DEFEAT,0.1891,3
644,0,DEFEAT,0.0817,2
645,0,DEFEAT,3.8858,5
646,0,DEFEAT,0.7358,9
647,0,DEFEAT,0.5540,3
648,0,DEFEAT,0.1158,3
649,0,DEFEAT,0.1012,3
650,0,DEFEAT,0.2662,5
651,0,DEFEAT,0.1759,3
652,0,DEFEAT,0.1201,4
653,0,DEFEAT,0.0847,2
654,0,DEFEAT,0.1850,5
655,0,DEFEAT,0.1111,2
656,0,DEFEAT,0.1324,4
657,0,DEFEAT,0.1684,6
658,0,DEFEAT,0.1593,3
659,0,DEFEAT,0.3711,11
660,0,DEFEAT,0.0794,2
661,0,DEFEAT,0.2612,5
662,0,DEFEAT,0.2231,4
663,0,DEFEAT,0.0917,2
664,0,DEFEAT,0.2298,3
665,0,DEFEAT,0.0828,2
666,0,DEFEAT,0.3684,9
667,0,DEFEAT,0.0964,2
668,0,DEFEAT,0.1575,3
669,0,DEFEAT,0.1257,4
670,0,DEFEAT,0.2881,8
671,0,DEFEAT,0.1491,4
672,0,DEFEAT,0.3165,7
673,0,DEFEAT,0.4923,4
674,0,DEFEAT,0.1258,4
675,0,DEFEAT,0.0928,3
